company,name,year,selling_price,km_driven,fuel,transmission,owner
Hyundai,Hyundai Grand i10 1.2,2018,610000,10000,Petrol,Manual,First Owner
Volkswagen,Volkswagen Polo 1.5 TDI,2020,260000,50000,Diesel,Manual,First Owner
Hyundai,Hyundai Xcent 1.2 VTVT,2017,500000,25000,Petrol,Manual,First Owner
Renault,Renault KWID 1.0,2016,220000,20000,Petrol,Manual,First Owner
Honda,Honda Civic 1.8 S,2006,121000,70000,Petrol,Manual,Second Owner
Tata,Tata Indigo CS eLX,2017,350000,50000,Diesel,Manual,First Owner
Audi,Audi Q3 35 TDI,2018,2200000,25000,Diesel,Automatic,Second Owner
Hyundai,Hyundai i20 1.4 CRDi,2011,280000,100000,Diesel,Manual,Second Owner
Tata,Tata Nexon 1.2 Revotron,2020,919999,20000,Petrol,Manual,First Owner
Hyundai,Hyundai i20 1.4 CRDi,2011,320000,155000,Diesel,Manual,First Owner
Maruti,Maruti SX4 VDI,2012,310000,25000,Diesel,Manual,Second Owner
Maruti,Maruti 800 EX 5,2006,65000,120000,Petrol,Manual,Second Owner
Chevrolet,Chevrolet Enjoy TCDi LTZ,2013,300000,90000,Diesel,Manual,First Owner
Jaguar,Jaguar XE 2016-2019 2.0L,2017,2711000,9000,Diesel,Automatic,First Owner
Lexus,Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First Owner
Jaguar,Jaguar XF 2.0 Diesel,2017,3200000,45000,Diesel,Automatic,First Owner
Tata,Tata Safari Storme EX,2015,503000,110000,Diesel,Manual,First Owner
Volvo,Volvo XC40 D4 Inscription,2019,3800000,20000,Diesel,Automatic,First Owner
Toyota,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Automatic,First Owner
Maruti,Maruti Wagon R LXI,2013,225000,58343,Petrol,Manual,First Owner
Maruti,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Manual,First Owner
Honda,Honda Jazz VX,2016,550000,56494,Petrol,Manual,First Owner
Toyota,Toyota Innova 2.5 VX,2013,750000,79328,Diesel,Manual,Second Owner
Maruti,Maruti Swift AMT VVT,2019,650000,5621,Petrol,Automatic,First Owner
Toyota,Toyota Etios VX,2017,625000,25538,Petrol,Manual,First Owner
Maruti,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Automatic,First Owner
Hyundai,Hyundai Grand i10 1.2,2017,450000,56290,Diesel,Manual,First Owner
BMW,BMW X4 M Sport,2019,5400000,7500,Diesel,Automatic,First Owner
BMW,BMW X4 M Sport,2019,5500000,8500,Diesel,Automatic,First Owner
Honda,Honda Amaze V CVT,2019,779000,7032,Petrol,Automatic,First Owner
Skoda,Skoda Rapid 1.6 MPI,2016,645000,11000,Petrol,Automatic,First Owner
Volvo,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Automatic,First Owner
Mahindra,Mahindra XUV500 W8 2WD,2011,575000,110000,Diesel,Manual,Second Owner
Tata,Tata Xenon XT EX,2014,440000,110000,Diesel,Manual,Second Owner
Maruti,Maruti Swift VDI,2012,380000,100000,Diesel,Manual,Second Owner
Tata,Tata Zest Quadrajet 1.3,2015,475000,25000,Diesel,Manual,First Owner
Mahindra,Mahindra Xylo D2,2011,200000,200000,Diesel,Manual,Third Owner
Maruti,Maruti Swift Ldi BSIV,2010,400000,176062,Diesel,Manual,First Owner
Toyota,Toyota Innova 2.5 G,2008,425000,250000,Diesel,Manual,Third Owner
Hyundai,Hyundai Santro LP zipPlus,2003,68000,70000,Petrol,Manual,Second Owner
Honda,Honda Amaze Anniversary Edition,2015,509999,82000,Diesel,Manual,First Owner
Hyundai,Hyundai i10 Era 1.1,2010,275000,80000,Petrol,Manual,First Owner
Chevrolet,Chevrolet Enjoy 1.3 TCDi,2017,650000,40000,Diesel,Manual,Second Owner
Jeep,Jeep Compass 2.0 Longitude,2019,1850000,14000,Diesel,Manual,First Owner
Renault,Renault Duster 4x4,2014,650000,129000,Diesel,Manual,First Owner
Fiat,Fiat Punto EVO 1.3,2016,360000,60000,Diesel,Manual,Second Owner
Volkswagen,Volkswagen Ameo 1.5 TDI,2018,650000,82000,Diesel,Automatic,First Owner
Land,Land Rover Range Rover,2013,2000000,77500,Diesel,Automatic,Third Owner
Chevrolet,Chevrolet Enjoy 1.3 TCDi,2017,675000,50000,Diesel,Manual,Second Owner
Maruti,Maruti 800 AC,2006,50000,40000,Petrol,Manual,Third Owner
Maruti,Maruti Wagon R VXI,2017,445000,39500,Petrol,Manual,First Owner
Hyundai,Hyundai Elite i20 Sportz,2018,750000,40000,Diesel,Manual,First Owner
Maruti,Maruti Swift VDI,2012,425000,56000,Diesel,Manual,Second Owner
Peugeot,Peugeot 309 GLD,1997,57000,110000,Diesel,Manual,Third Owner
Hyundai,Hyundai i20 1.4 Asta,2017,850000,54000,Diesel,Manual,First Owner
Maruti,Maruti Wagon R VXI,2016,400000,20000,Petrol,Manual,Second Owner
Tata,Tata Indica V2 eLX,2014,200000,55896,Diesel,Manual,Second Owner
Honda,Honda Amaze SX i-DTEC,2016,550000,35000,Diesel,Manual,First Owner
Honda,Honda Brio V MT,2012,250000,97000,Petrol,Manual,Second Owner
Maruti,Maruti Alto 800 LXI,2014,206000,120000,Petrol,Manual,Second Owner
Hyundai,Hyundai EON Magna Plus,2014,290000,50000,Petrol,Manual,First Owner
Mahindra,Mahindra XUV300 W8 Option,2019,1200000,15000,Diesel,Manual,First Owner
Nissan,Nissan Sunny Diesel XL,2012,220000,110000,Diesel,Manual,Third Owner
Mercedes-Benz,Mercedes-Benz New C-Class C,2008,515000,120000,Diesel,Automatic,Second Owner
Maruti,Maruti Alto LX,2010,170000,100000,Petrol,Manual,First Owner
Maruti,Maruti Swift Vdi BSIII,2010,260000,120000,Diesel,Manual,Second Owner
Volkswagen,Volkswagen Vento Diesel Highline,2012,315000,130000,Diesel,Manual,Second Owner
Maruti,Maruti Alto K10 2010-2014,2011,225000,76000,Petrol,Manual,Second Owner
Volkswagen,Volkswagen Jetta 2.0L TDI,2012,420000,110000,Diesel,Manual,Third Owner
Mahindra,Mahindra Scorpio VLX 4WD,2011,525000,96000,Diesel,Manual,First Owner
Maruti,Maruti Swift AMT ZDI,2018,670000,90000,Diesel,Automatic,First Owner
Nissan,Nissan Sunny Diesel XL,2012,220000,110000,Diesel,Manual,Third Owner
Ford,Ford Figo Diesel Celebration,2013,250000,25000,Diesel,Manual,First Owner
Maruti,Maruti Swift Dzire VDi,2009,229999,90000,Diesel,Manual,Second Owner
Maruti,Maruti Swift Dzire VDi,2009,229999,164000,Diesel,Manual,Second Owner
Honda,Honda Amaze EX i-Vtech,2013,300000,120000,Petrol,Manual,Second Owner
Maruti,Maruti A-Star Vxi,2010,165000,66000,Petrol,Manual,Second Owner
Tata,Tata New Safari DICOR,2010,295000,250000,Diesel,Manual,First Owner
Hyundai,Hyundai Verna 1.6 CRDI,2011,360000,157000,Diesel,Manual,Second Owner
Hyundai,Hyundai Verna 1.6 CRDI,2011,380000,157000,Diesel,Manual,Second Owner
Renault,Renault KWID 1.0 RXT,2017,300000,35000,Petrol,Manual,First Owner
Mahindra,Mahindra Scorpio 2.6 Turbo,2008,320000,100000,Diesel,Manual,Second Owner
Datsun,Datsun GO Plus T,2016,325000,70000,Petrol,Manual,Second Owner
Tata,Tata Manza Aqua Quadrajet,2010,160000,30000,Diesel,Manual,Second Owner
Mahindra,Mahindra Bolero Power Plus,2018,630000,40000,Diesel,Manual,First Owner
Maruti,Maruti Swift VXI,2020,600000,5000,Petrol,Manual,First Owner
Maruti,Maruti Alto 800 VXI,2014,229999,30000,Petrol,Manual,Second Owner
Maruti,Maruti Swift ZDi,2014,440000,70000,Diesel,Manual,Second Owner
Chevrolet,Chevrolet Spark 1.0 LT,2007,90000,60000,Petrol,Manual,Second Owner
Maruti,Maruti Ciaz VDI SHVS,2017,750000,60000,Diesel,Manual,First Owner
Honda,Honda City V MT,2012,330000,80000,Petrol,Manual,Second Owner
Maruti,Maruti Ciaz ZDi Plus,2016,715000,70000,Diesel,Manual,Second Owner
Skoda,Skoda Fabia 1.2 TDI,2013,250000,150000,Diesel,Manual,Second Owner
Maruti,Maruti Zen Estilo 1.1,2007,120000,150000,Petrol,Manual,Second Owner
Ford,Ford Ikon 1.6 Nxt,2004,100000,25000,Petrol,Manual,Third Owner
Skoda,Skoda Rapid 1.5 TDI,2017,850000,35000,Diesel,Automatic,Second Owner
Hyundai,Hyundai Xcent 1.2 CRDi,2018,450000,48000,Diesel,Manual,First Owner
Volkswagen,Volkswagen Polo Diesel Trendline,2012,240000,200000,Diesel,Manual,First Owner
Hyundai,Hyundai Santro GLS I,2000,30000,90000,Petrol,Manual,Third Owner
Maruti,Maruti Swift Dzire VDI,2015,600000,135000,Diesel,Manual,First Owner
Chevrolet,Chevrolet Enjoy 1.3 TCDi,2016,280000,110000,Diesel,Manual,Second Owner
Hyundai,Hyundai Verna 1.6 SX,2012,465000,146000,Diesel,Manual,Second Owner
Maruti,Maruti Alto 800 LXI,2018,350000,44000,Petrol,Manual,First Owner
Hyundai,Hyundai i10 Magna 1.2,2013,325000,70000,Petrol,Manual,First Owner
Tata,Tata Indica V2 DLS,2004,50000,271000,Diesel,Manual,First Owner
Maruti,Maruti Alto LXi BSIII,2006,110000,120000,Petrol,Manual,Third Owner
Tata,Tata Indigo eCS LX,2013,220000,80000,Diesel,Manual,First Owner
Mahindra,Mahindra Bolero 2011-2019 SLE,2015,515000,60000,Diesel,Manual,First Owner
Maruti,Maruti Ciaz 1.4 Sigma,2018,750000,40000,Petrol,Manual,First Owner
Hyundai,Hyundai EON Sportz,2018,350000,25000,Petrol,Manual,First Owner
Hyundai,Hyundai Grand i10 1.2,2019,488999,15000,Petrol,Manual,First Owner
Maruti,Maruti Alto 800 LXI,2017,300000,27000,Petrol,Manual,First Owner
Maruti,Maruti Baleno Alpha 1.3,2017,650000,35000,Diesel,Manual,Second Owner
Maruti,Maruti A-Star Vxi,2014,250000,40000,Petrol,Manual,First Owner
Maruti,Maruti Alto 800 LXI,2014,200000,40000,Petrol,Manual,Third Owner
Mahindra,Mahindra Scorpio S10 7,2015,950000,75262,Diesel,Manual,First Owner
Tata,Tata Indigo eCS LX,2012,200000,120000,Diesel,Manual,First Owner
Hyundai,Hyundai EON 1.0 Era,2016,276000,60000,Petrol,Manual,First Owner
Hyundai,Hyundai EON Magna Plus,2014,250000,40000,Petrol,Manual,First Owner
Maruti,Maruti Alto LX,2008,95000,80000,Petrol,Manual,Second Owner
Tata,Tata Indigo CR4,2011,200000,70000,Diesel,Manual,Second Owner
Hyundai,Hyundai Verna 1.6 SX,2012,450000,100000,Diesel,Manual,Second Owner
Mahindra,Mahindra XUV500 W6 2WD,2013,900000,18000,Diesel,Manual,First Owner
Tata,Tata Indigo CS LX,2010,200000,175000,Diesel,Manual,First Owner
Hyundai,Hyundai i10 Sportz,2010,200000,70000,Petrol,Manual,Second Owner
Mahindra,Mahindra Bolero 2011-2019 SLE,2011,370000,91863,Diesel,Manual,Second Owner
Tata,Tata Indigo CS GLX,2008,250000,100000,Petrol,Manual,First Owner
Renault,Renault KWID RXT,2016,290000,10000,Petrol,Manual,First Owner
Maruti,Maruti Ertiga SHVS VDI,2018,900000,35000,Diesel,Manual,First Owner
Ford,Ford Figo Diesel Celebration,2013,325000,120000,Diesel,Manual,Second Owner
Hyundai,Hyundai Grand i10 Magna,2016,425000,30000,Petrol,Manual,First Owner
Renault,Renault KWID RXT,2016,315000,60000,Petrol,Manual,First Owner
Maruti,Maruti Alto K10 VXI,2014,300000,70000,Petrol,Manual,First Owner
Hyundai,Hyundai i10 Sportz,2013,325000,70000,Petrol,Manual,Second Owner
Hyundai,Hyundai Creta 1.4 CRDi,2016,900000,130000,Diesel,Manual,First Owner
Hyundai,Hyundai Creta 1.4 CRDi,2016,950000,133000,Diesel,Manual,First Owner
Volkswagen,Volkswagen Vento Diesel Trendline,2010,320000,120000,Diesel,Manual,Third Owner
Volkswagen,Volkswagen Ameo 1.0 MPI,2019,500000,20000,Petrol,Manual,First Owner
Ford,Ford Figo Petrol LXI,2012,290000,25000,Petrol,Manual,First Owner
Tata,Tata Nano Lx BSIV,2012,60000,90000,Petrol,Manual,First Owner
Maruti,Maruti A-Star Vxi,2009,120000,140000,Petrol,Manual,Third Owner
Honda,Honda City i-DTEC VX,2017,850000,103000,Diesel,Manual,First Owner
Toyota,Toyota Innova Crysta 2.4,2017,1750000,23000,Diesel,Manual,First Owner
Honda,Honda City i DTEC,2015,600000,128000,Diesel,Manual,First Owner
Volkswagen,Volkswagen Polo 1.5 TDI,2015,620000,33000,Diesel,Manual,First Owner
Maruti,Maruti Alto LXi BSIII,2009,150000,70000,Petrol,Manual,Second Owner
Tata,Tata Indica Vista Terra,2011,200000,80000,Diesel,Manual,First Owner
Maruti,Maruti Ciaz ZDi,2015,730000,70000,Diesel,Manual,First Owner
Toyota,Toyota Innova 2.5 G,2013,800000,100000,Diesel,Manual,First Owner
Mahindra,Mahindra Xylo E8,2009,300000,90000,Diesel,Manual,Second Owner
Ford,Ford Figo Diesel Titanium,2012,190000,112000,Diesel,Manual,Second Owner
Honda,Honda Civic 1.8 V,2011,350000,50000,Petrol,Manual,First Owner
Hyundai,Hyundai Xcent 1.1 CRDi,2015,509999,62000,Diesel,Manual,Second Owner
Maruti,Maruti Ertiga LDI,2012,400000,90000,Diesel,Manual,First Owner
Toyota,Toyota Innova 2.5 VX,2013,800000,80000,Diesel,Manual,First Owner
Tata,Tata Manza Club Class,2013,250000,50000,Diesel,Manual,First Owner
Hyundai,Hyundai Creta 1.6 CRDi,2016,930000,47552,Diesel,Manual,Second Owner
Maruti,Maruti Vitara Brezza ZDi,2016,720000,40000,Diesel,Manual,Second Owner
Ford,Ford Figo Petrol EXI,2011,225000,15000,Petrol,Manual,First Owner
Ford,Ford EcoSport 1.5 Diesel,2019,950000,20000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 Active 1.2,2018,530000,52000,Petrol,Manual,First Owner
Hyundai,Hyundai i20 Magna 1.2,2016,470000,70000,Petrol,Manual,First Owner
Mahindra,Mahindra Bolero Power Plus,2017,650000,110000,Diesel,Manual,First Owner
Tata,Tata Safari Storme LX,2014,540000,77500,Diesel,Manual,Second Owner
Maruti,Maruti Swift VDI BSIV,2015,459999,100000,Diesel,Manual,Second Owner
Renault,Renault KWID RXL,2019,325000,14700,Petrol,Manual,First Owner
Maruti,Maruti Omni MPI STD,2016,240000,40000,Petrol,Manual,First Owner
Mahindra,Mahindra KUV 100 mFALCON,2017,400000,32000,Petrol,Manual,Second Owner
Maruti,Maruti Alto LXI,2004,70000,70000,Petrol,Manual,Second Owner
Maruti,Maruti Swift Dzire VXi,2009,250000,80000,Petrol,Manual,First Owner
Toyota,Toyota Innova 2.5 G,2014,910000,80000,Diesel,Manual,Second Owner
Maruti,Maruti Swift Dzire VDI,2018,720000,25000,Diesel,Manual,First Owner
Maruti,Maruti Swift Dzire ZDI,2015,590000,50000,Diesel,Manual,First Owner
Chevrolet,Chevrolet Tavera Neo 3,2015,434000,120000,Diesel,Manual,First Owner
Mahindra,Mahindra Bolero DI BSIII,2006,145000,170000,Diesel,Manual,First Owner
Mahindra,Mahindra KUV 100 G80,2018,445000,19700,Petrol,Manual,First Owner
Hyundai,Hyundai Santro Xing GL,2011,191000,70000,LPG,Manual,First Owner
Maruti,Maruti Wagon R LXI,2005,65000,90000,Petrol,Manual,Second Owner
Hyundai,Hyundai Santro GLS I,2007,150000,60000,Petrol,Manual,Third Owner
Ford,Ford Figo Diesel LXI,2015,300000,140000,Diesel,Manual,First Owner
Mahindra,Mahindra Scorpio 2.6 DX,2003,125000,120000,Diesel,Manual,Third Owner
Tata,Tata Tigor 1.2 Revotron,2017,520000,40000,Petrol,Manual,First Owner
Maruti,Maruti Alto 800 LXI,2014,190000,70000,Petrol,Manual,Third Owner
Datsun,Datsun RediGO 1.0 S,2018,310000,7000,Petrol,Manual,First Owner
Toyota,Toyota Innova 2.5 VX,2012,750000,90000,Diesel,Manual,First Owner
Mahindra,Mahindra TUV 300 mHAWK100,2016,750000,110000,Diesel,Automatic,First Owner
Maruti,Maruti Alto K10 VXI,2019,350000,15000,Petrol,Manual,First Owner
Maruti,Maruti Alto 800 VXI,2020,360000,5000,Petrol,Manual,First Owner
Renault,Renault KWID RXE,2017,285000,5000,Petrol,Manual,First Owner
Maruti,Maruti Alto 800 LX,2013,160000,70000,Petrol,Manual,Second Owner
Datsun,Datsun GO Plus D,2015,229999,60000,Petrol,Manual,Second Owner
Maruti,Maruti Alto LXi,2007,85000,120000,Petrol,Manual,Third Owner
Datsun,Datsun RediGO 1.0 S,2018,300000,7000,Petrol,Manual,First Owner
Mahindra,Mahindra Scorpio 2009-2014 SLE,2014,675000,120000,Diesel,Manual,First Owner
Mahindra,Mahindra Scorpio 2009-2014 SLE,2014,700000,145241,Diesel,Manual,First Owner
Mahindra,Mahindra Scorpio 2.6 Turbo,2008,400000,110000,Diesel,Manual,First Owner
Renault,Renault KWID RXT,2016,254999,30000,Petrol,Manual,Third Owner
Mahindra,Mahindra Scorpio S10 7,2015,1050000,80000,Diesel,Manual,Second Owner
Maruti,Maruti Swift Dzire VDI,2013,390000,100000,Diesel,Manual,First Owner
Toyota,Toyota Etios Liva GD,2015,450000,80000,Diesel,Manual,First Owner
Toyota,Toyota Innova Crysta 2.8,2016,1630000,40000,Diesel,Automatic,Second Owner
Maruti,Maruti Vitara Brezza VDi,2017,725000,50000,Diesel,Manual,First Owner
Tata,Tata Safari Storme LX,2013,466000,95500,Diesel,Manual,Second Owner
Ford,Ford Figo 1.2P Ambiente,2017,370000,40000,Petrol,Manual,Second Owner
Maruti,Maruti Zen Estilo 1.1,2007,150000,70000,Petrol,Manual,Third Owner
Maruti,Maruti Celerio ZXI Optional,2017,483000,15000,Petrol,Manual,First Owner
Hyundai,Hyundai Grand i10 Magna,2016,470000,10000,Petrol,Manual,First Owner
Maruti,Maruti Vitara Brezza ZDi,2018,950000,25000,Diesel,Manual,First Owner
Hyundai,Hyundai Verna 1.6 VTVT,2013,450000,50000,Petrol,Manual,Third Owner
Toyota,Toyota Etios VX,2011,345000,70000,Petrol,Manual,First Owner
Maruti,Maruti A-Star Vxi,2009,300000,60000,Petrol,Manual,First Owner
Maruti,Maruti Zen Estilo VXI,2007,160000,74800,Petrol,Manual,Second Owner
Maruti,Maruti 800 AC BSIII,2004,120000,80000,Petrol,Manual,Second Owner
Tata,Tata Zest Revotron 1.2,2020,500000,40000,Petrol,Manual,First Owner
Mahindra,Mahindra XUV500 W9 2WD,2018,1350000,40000,Diesel,Manual,First Owner
Hyundai,Hyundai Grand i10 1.2,2017,455000,50000,Diesel,Manual,First Owner
Hyundai,Hyundai EON Era Plus,2013,165000,45000,Petrol,Manual,Second Owner
Maruti,Maruti Swift VXI Optional,2016,470000,23700,Petrol,Manual,First Owner
Maruti,Maruti Swift VXI Deca,2016,470000,23700,Petrol,Manual,First Owner
Jeep,Jeep Compass 1.4 Sport,2019,1520000,10000,Petrol,Manual,First Owner
Maruti,Maruti Alto K10 VXI,2014,229999,53473,Petrol,Manual,First Owner
Mahindra,Mahindra Bolero 2011-2019 DI,2011,250000,100000,Diesel,Manual,Second Owner
Mahindra,Mahindra XUV500 W10 2WD,2016,1350000,25000,Diesel,Manual,First Owner
Hyundai,Hyundai Santro Xing GLS,2013,220000,80000,Petrol,Manual,First Owner
Hyundai,Hyundai Xcent 1.1 CRDi,2015,360000,120000,Diesel,Manual,First Owner
Maruti,Maruti Alto K10 VXI,2018,350000,40000,Petrol,Manual,First Owner
Hyundai,Hyundai Verna 1.6 SX,2012,500000,70000,Diesel,Manual,First Owner
Chevrolet,Chevrolet Beat Diesel LT,2013,145000,90000,Diesel,Manual,Third Owner
Chevrolet,Chevrolet Sail Hatchback 1.2,2014,300000,51000,Petrol,Manual,First Owner
Tata,Tata Indica Vista Aqua,2010,180000,87000,Diesel,Manual,First Owner
Hyundai,Hyundai Accent GLE,2009,180000,87000,Petrol,Manual,Second Owner
Mahindra,Mahindra Bolero GLX,2006,200000,120000,Diesel,Manual,Second Owner
Maruti,Maruti Swift Dzire VDI,2013,530000,40000,Diesel,Manual,First Owner
Renault,Renault Duster 110PS Diesel,2014,620000,90000,Diesel,Manual,Second Owner
Toyota,Toyota Etios G,2015,360000,110000,Petrol,Manual,Third Owner
Hyundai,Hyundai Santro Xing GLS,2010,245000,86000,Petrol,Manual,Second Owner
Maruti,Maruti Swift VDI BSIV,2009,370000,120000,Diesel,Manual,First Owner
Ford,Ford Ikon 1.6 Really,2003,130000,80000,Petrol,Manual,Third Owner
Ford,Ford Fiesta 1.5 TDCi,2014,650000,140000,Diesel,Manual,Second Owner
Maruti,Maruti Swift VXI,2019,610000,18000,Petrol,Manual,First Owner
Maruti,Maruti Alto K10 VXI,2015,300000,24000,Petrol,Manual,First Owner
Hyundai,Hyundai Grand i10 CRDi,2014,425000,60000,Diesel,Manual,First Owner
Hyundai,Hyundai Verna 1.6 SX,2012,450000,150000,Diesel,Manual,Third Owner
Hyundai,Hyundai Verna 1.6 CRDI,2011,450000,108000,Diesel,Manual,First Owner
Hyundai,Hyundai i10 Sportz AT,2011,340000,60000,Petrol,Automatic,Third Owner
Maruti,Maruti Ertiga LDI Option,2013,650000,90000,Diesel,Manual,First Owner
Tata,Tata Indigo CS LS,2009,160000,70000,Diesel,Manual,First Owner
Tata,Tata Indica Vista TDI,2014,250000,120000,Diesel,Manual,First Owner
Chevrolet,Chevrolet Beat Diesel LT,2012,225000,100000,Diesel,Manual,Third Owner
Tata,Tata Indica V2 2001-2011,2007,55000,75958,Diesel,Manual,Second Owner
Maruti,Maruti 800 AC,1996,42000,70000,Petrol,Manual,Third Owner
Tata,Tata Indica Vista Aqua,2012,250000,100000,Diesel,Manual,Second Owner
Tata,Tata Indica V2 DLS,2007,80000,110000,Diesel,Manual,Third Owner
Maruti,Maruti Swift Dzire VXI,2016,500000,40000,Petrol,Manual,First Owner
Ford,Ford Figo Aspire 1.5,2016,500000,70000,Diesel,Manual,First Owner
Maruti,Maruti Swift VDI,2011,400000,60000,Diesel,Manual,First Owner
Mahindra,Mahindra Bolero 2011-2019 SLX,2013,550000,90000,Diesel,Manual,First Owner
Tata,Tata New Safari Dicor,2007,200000,70000,Diesel,Manual,Second Owner
Hyundai,Hyundai i10 Sportz,2012,280000,65000,Petrol,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,2014,580000,88000,Diesel,Manual,First Owner
Tata,Tata Manza Aura (ABS),2009,100000,80000,Diesel,Manual,Third Owner
Mahindra,Mahindra Scorpio EX,2014,550000,60000,Diesel,Manual,First Owner
Mahindra,Mahindra TUV 300 T4,2017,700000,38000,Diesel,Manual,First Owner
Tata,Tata Manza Aqua Safire,2010,150000,80000,Petrol,Manual,Third Owner
Hyundai,Hyundai EON Magna Plus,2014,190000,60000,Petrol,Manual,Second Owner
Mahindra,Mahindra Bolero 2011-2019 SLE,2013,500000,110000,Diesel,Manual,First Owner
Maruti,Maruti Swift VDI BSIV,2017,640000,110000,Diesel,Manual,First Owner
Skoda,Skoda Fabia 1.2L Diesel,2011,340000,145000,Diesel,Manual,First Owner
Hyundai,Hyundai Elite i20 Asta,2019,811000,43000,Diesel,Manual,First Owner
Maruti,Maruti Ritz LDi,2016,409999,120000,Diesel,Manual,First Owner
Maruti,Maruti Swift Lxi BSIII,2007,220000,136000,Petrol,Manual,Second Owner
Tata,Tata Indica V2 DLS,2013,170000,120000,Diesel,Manual,Second Owner
Hyundai,Hyundai Elite i20 Petrol,2018,700000,25000,Petrol,Manual,First Owner
Mahindra,Mahindra Scorpio S10 4WD,2015,950000,80000,Diesel,Manual,Second Owner
Hyundai,Hyundai Accent GLS 1.6,2003,80000,40000,Petrol,Manual,Second Owner
Jaguar,Jaguar XE 2016-2019 2.0L,2017,2711000,9000,Diesel,Automatic,First Owner
Lexus,Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First Owner
Jaguar,Jaguar XF 2.0 Diesel,2017,3200000,45000,Diesel,Automatic,First Owner
Tata,Tata Safari Storme EX,2015,503000,110000,Diesel,Manual,First Owner
Volvo,Volvo XC40 D4 Inscription,2019,3800000,20000,Diesel,Automatic,First Owner
Toyota,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Automatic,First Owner
Maruti,Maruti Wagon R LXI,2013,225000,58343,Petrol,Manual,First Owner
Maruti,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Manual,First Owner
Honda,Honda Jazz VX,2016,550000,56494,Petrol,Manual,First Owner
Toyota,Toyota Innova 2.5 VX,2013,750000,79328,Diesel,Manual,Second Owner
Maruti,Maruti Swift AMT VVT,2019,650000,5621,Petrol,Automatic,First Owner
Toyota,Toyota Etios VX,2017,625000,25538,Petrol,Manual,First Owner
Maruti,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Automatic,First Owner
Hyundai,Hyundai Grand i10 1.2,2017,450000,56290,Diesel,Manual,First Owner
BMW,BMW X4 M Sport,2019,5400000,7500,Diesel,Automatic,First Owner
BMW,BMW X4 M Sport,2019,5500000,8500,Diesel,Automatic,First Owner
Honda,Honda Amaze V CVT,2019,779000,7032,Petrol,Automatic,First Owner
Skoda,Skoda Rapid 1.6 MPI,2016,645000,11000,Petrol,Automatic,First Owner
Volvo,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Automatic,First Owner
Maruti,Maruti Swift Dzire VDI,2014,420000,120000,Diesel,Manual,Second Owner
Maruti,Maruti S-Cross 2017-2020 Zeta,2018,899000,35000,Diesel,Manual,First Owner
Datsun,Datsun GO T Petrol,2019,459999,35000,Petrol,Manual,First Owner
Hyundai,Hyundai Verna CRDi SX,2008,150000,120000,Diesel,Manual,Second Owner
Renault,Renault KWID 1.0 RXT,2017,350000,25000,Petrol,Manual,First Owner
Toyota,Toyota Etios GD,2015,509999,100000,Diesel,Manual,Second Owner
Mahindra,Mahindra Bolero 2011-2019 Plus,2013,500000,120000,Diesel,Manual,Third Owner
Tata,Tata Zest Revotron 1.2,2017,370000,35000,Petrol,Manual,First Owner
Maruti,Maruti Alto K10 2010-2014,2013,240000,44000,Petrol,Manual,Second Owner
Hyundai,Hyundai i20 Asta 1.4,2015,530000,100000,Diesel,Manual,Second Owner
Mahindra,Mahindra Scorpio S10 7,2015,1000000,133000,Diesel,Manual,Second Owner
Toyota,Toyota Innova Crysta 2.4,2018,1600000,35000,Diesel,Manual,Second Owner
Hyundai,Hyundai i10 Sportz,2014,350000,64000,Petrol,Manual,First Owner
Mahindra,Mahindra XUV500 AT W10,2015,1100000,70000,Diesel,Automatic,First Owner
Hyundai,Hyundai i20 1.2 Magna,2011,220000,70000,Petrol,Manual,First Owner
Hyundai,Hyundai Grand i10 Sportz,2015,350000,100000,Petrol,Manual,First Owner
Maruti,Maruti Swift LDI,2013,370000,90000,Diesel,Manual,Second Owner
Maruti,Maruti Swift Dzire VXi,2014,220000,50000,Petrol,Manual,First Owner
Chevrolet,Chevrolet Sail Hatchback LT,2013,200000,80000,Diesel,Manual,First Owner
Mahindra,Mahindra KUV 100 mFALCON,2017,400000,50000,Diesel,Manual,First Owner
Fiat,Fiat Grande Punto 1.4,2009,150000,55000,Petrol,Manual,First Owner
Toyota,Toyota Innova Crysta 2.7,2020,1500000,40000,Petrol,Automatic,First Owner
Maruti,Maruti Omni 5 Seater,2011,130000,70000,Petrol,Manual,Second Owner
Maruti,Maruti Alto 800 LXI,2013,185000,80000,Petrol,Manual,Second Owner
Hyundai,Hyundai Santro Xing (Non-AC),2010,110000,80000,Petrol,Manual,Second Owner
Mahindra,Mahindra Bolero 2011-2019 SLX,2012,450000,120000,Diesel,Manual,First Owner
